ATCOCode,NaptanCode,PlateCode,CommonName,Landmark,Street,Indicator,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,Town,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,Status
450010001,45010001,45010001,Helston Road,,Bodmin Road,,N,E0033172,Middleton,Leeds,Middleton,428982,428479,-1.561961705,53.751877786685149,BCT,MKD,OTH,active
450010002,45010002,45010002,Padstow Gardens,,Bodmin Road,,NW,E0033172,Middleton,Leeds,Middleton,429117,428112,-1.559948921,53.748571783894725,BCT,MKD,OTH,active
450010003,45010003,45010003,Helston Walk,Unknown,Bodmin Road,,N,E0033172,Middleton,Leeds,Middleton,429286,427871,-1.55740904,53.746396303309489,BCT,MKD,OTH,active
450010004,45010004,45010004,Bodmin Crescent,,Bodmin Crescent,at,SW,E0033172,Middleton,Leeds,Middleton,429447,427727,-1.554981511,53.745093031925158,BCT,MKD,OTH,active
450010005,45010005,45010005,Bodmin Road,Middleton Park Golf Course,Ring Road Beeston Park,,S,E0033172,Middleton,Leeds,Middleton,429160,428503,-1.559260132,53.752083604420122,BCT,MKD,OTH,active
450010006,45010006,45010006,Bodmin Road,Middleton Park Golf Course,Ring Road Beeston Park,,N,E0033172,Middleton,Leeds,Middleton,429108,428625,-1.56003725,53.753183006037283,BCT,MKD,OTH,active
450010009,45010009,45010009,Middleton Centre C,Middleton Shopping Centre,St Georges Road,,N,E0033172,Middleton,Leeds,Middleton,431001,428165,-1.531375665,53.748939913400633,BCT,MKD,TIP,active
450010010,45010010,45010010,Middleton Centre A,Middleton Shopping Centre,Ring Road Middleton,,W,E0033172,Middleton,Leeds,Middleton,430831,428181,-1.533951884,53.749093761820333,BCT,MKD,TIP,active
450010011,45010011,45010011,Lingwell Road,,Middleton Park Road,,W,E0033172,Middleton,Leeds,Middleton,430277,428089,-1.542361531,53.748299238922172,BCT,MKD,OTH,active
450010012,45010012,45010012,Middleton Pk Circus,Parade of Shops,Middleton Park Circus,,SW,E0033172,Middleton,Leeds,Middleton,429937,428029,-1.547522872,53.747779535240554,BCT,MKD,TIP,active
450010013,45010013,45010013,Throstle Lane,Middleton Primary School,Middleton Park Avenue,,N,E0033172,Middleton,Leeds,Middleton,429924,427416,-1.54777912,53.742270784933666,BCT,MKD,OTH,active
450010015,45010015,45010015,Sissons Terrace Throstle Ln,,Sissons Terrace,at,S,E0033172,Middleton,Leeds,Middleton,429600,427420,-1.552690975,53.742325158326466,BCT,MKD,OTH,active
450010016,45010016,45010016,Sissons Lane,Playing Fields,Acre Road,,W,E0033172,Middleton,Leeds,Middleton,429774,427577,-1.550037854,53.743726368323024,BCT,MKD,OTH,active
450010017,45010017,45010017,Middleton Pk Circus,Parade of Shops,Middleton Park Road,,W,E0033172,Middleton,Leeds,Middleton,429826,428074,-1.54920166,53.748190322158102,BCT,MKD,TIP,active
450010018,45010018,45010018,Sharp House,Sharp House Turning Circle,Sharp Lane,,N,E0032261,Belle Isle,Leeds,Belle Isle,431662,427924,-1.521377154,53.746734290538953,BCT,MKD,TIP,active
450010019,45010019,45010019,Sharp Lane School,Sharp Lane School,Sharp Lane,opp,S,E0032261,Belle Isle,Leeds,Belle Isle,431360,428220,-1.525926381,53.749412843848390,BCT,MKD,OTH,active
450010020,45010020,45010020,Sharp Lane School,Sharp Lane School,Throstle Road,,N,E0032261,Belle Isle,Leeds,Belle Isle,431354,428255,-1.526013825,53.749727773670152,BCT,MKD,OTH,active
450010021,45010021,45010021,Broom Place,,Broom Place,,NW,E0032261,Belle Isle,Leeds,Belle Isle,431801,428901,-1.519169325,53.755506852791747,BCT,MKD,OTH,active
450010022,45010022,45010022,Lea Park Drive,,Ring Road Middleton,opp,N,E0032261,Belle Isle,Leeds,Belle Isle,431812,429409,-1.518950357,53.760071934968153,BCT,MKD,OTH,active
450010023,45010023,45010023,Middlecroft Close,,Ring Road Middleton,,S,E0032261,Belle Isle,Leeds,Belle Isle,431889,429666,-1.517756006,53.762377082267683,BCT,MKD,OTH,active
450010024,45010024,45010024,Middlecroft Close,,Ring Road Middleton,N bound,N,E0032261,Belle Isle,Leeds,Belle Isle,431870,429720,-1.518038651,53.762863575879514,BCT,MKD,OTH,active
450010025,45010025,45010025,Hunslet Cemetery,Hunslet Cemetery,Middleton Road,,N,N0077023,Hunslet Carr,Leeds,Belle Isle,431451,430255,-1.524339974,53.767697361071690,BCT,MKD,OTH,active
450010026,45010026,45010026,Woodhouse Hill Road,M621 Motorway Bridge,Middleton Road,,N,N0077023,Hunslet Carr,Leeds,Belle Isle,431484,430504,-1.523814043,53.769933309432936,BCT,MKD,OTH,active
450010027,45010027,45010027,Leasowe Road,,Pepper Road,at,N,N0077023,Hunslet Carr,Leeds,Hunslet Carr,431583,430733,-1.522288747,53.771985517549965,BCT,MKD,TIP,active
450010028,45010028,45010028,Playfair Road,,Balm Road,,N,N0077023,Hunslet Carr,Leeds,Hunslet,431041,430892,-1.530495969,53.773447024346957,BCT,MKD,OTH,active
450010029,45010029,45010029,Moor Road,South Leeds Trading Estate,Balm Road,,S,N0077023,Hunslet Carr,Leeds,Belle Isle,431018,430691,-1.530865067,53.771641863438056,BCT,MKD,OTH,active
450010030,45010030,45010030,Moor Road,South Leeds Trading Estate,Belle Isle Road,at,N,N0077023,Hunslet Carr,Leeds,Belle Isle,431006,430740,-1.531042222,53.772082972252328,BCT,MKD,OTH,active
450010031,45010031,45010031,Belle Isle Circus,Belle Isle Circus roundabout,Belle Isle Road,at,S,E0032261,Belle Isle,Leeds,Belle Isle,431169,430001,-1.528643563,53.765431372769633,BCT,MKD,OTH,active
450010032,45010032,45010032,Middleton Road,,Belle Isle Road,opp,S,E0032261,Belle Isle,Leeds,Belle Isle,431311,429159,-1.52657457,53.757855243178049,BCT,MKD,OTH,active
450010033,45010033,45010033,Lanshaw View,,Town Street,,SW,E0033172,Middleton,Leeds,Belle Isle,431081,428590,-1.53011998,53.752754949992692,BCT,MKD,OTH,active
450010034,45010034,45010034,Lanshaw View,,Town Street,,NE,E0033172,Middleton,Leeds,Belle Isle,431066,428590,-1.530347454,53.752755840946421,BCT,MKD,OTH,active
450010035,45010035,45010035,Middleton Centre B,Middleton Shopping Centre,Ring Road Middleton,,E,E0033172,Middleton,Leeds,Belle Isle,430910,428230,-1.532749073,53.749529499606787,BCT,MKD,TIP,active
450010036,45010036,45010036,Dunlin Drive,Dental Surgery,Town Street,,N,E0033172,Middleton,Leeds,Belle Isle,430998,428405,-1.531397166,53.751097145590009,BCT,MKD,OTH,active
450010037,45010037,45010037,Winrose Drive Newhall Gate,,Winrose Drive,N bound,N,E0032261,Belle Isle,Leeds,Belle Isle,430946,429083,-1.532118037,53.757193899157294,BCT,MKD,OTH,active
450010038,45010038,45010038,Winrose Drive Elmton Close,,Winrose Drive,opp,N,E0032261,Belle Isle,Leeds,Belle Isle,430931,429369,-1.532316995,53.759765272939660,BCT,MKD,OTH,active
450010039,45010039,45010039,Belle Isle Circus,Parade of Shops,Belle Isle Road,opp,N,E0032261,Belle Isle,Leeds,Belle Isle,431136,430037,-1.529140539,53.765756895992070,BCT,MKD,OTH,active
450010040,45010040,45010040,West Grange Drive,West Grange Church - M621 Motorway,Belle Isle Road,,N,N0077023,Hunslet Carr,Leeds,Belle Isle,431037,430420,-1.53060396,53.769205070448130,BCT,MKD,OTH,active
450010041,45010041,45010041,Ring Rd Middleton,,Belle Isle Road,opp,N,E0032261,Belle Isle,Leeds,Belle Isle,431331,428614,-1.526326318,53.752955742400921,BCT,MKD,OTH,active
450010042,45010042,45010042,Middleton Road,Parade of shops - Former Grey Goose PH,Belle Isle Road,,N,E0032261,Belle Isle,Leeds,Belle Isle,431297,429088,-1.526794074,53.757217953702373,BCT,MKD,OTH,active
450010043,45010043,45010043,Petersfield Avenue,Playing Fields,Belle Isle Road,N bound,N,E0032261,Belle Isle,Leeds,Belle Isle,431263,429503,-1.527267875,53.760949885765797,BCT,MKD,OTH,active
450010045,45010045,45010045,North Lingwell Road,Church,Town Street,,E,E0033172,Middleton,Leeds,Belle Isle,430269,428435,-1.542449069,53.751409460171239,BCT,MKD,OTH,active
450010046,45010046,45010046,Middleton Pk Circus,Middleton Park Circus,Middleton Park Road,,W,E0033172,Middleton,Leeds,Middleton,429891,428105,-1.548213056,53.748465233762062,BCT,MKD,TIP,active
450010047,45010047,45010047,Middleton Pk Circus,Aldi Supermarket,Middleton Park Road,,E,E0033172,Middleton,Leeds,Middleton,430003,428098,-1.546515427,53.748395910131336,BCT,MKD,TIP,active
450010048,45010048,45010048,Lingwell Road,,Ring Road Middleton,,E,E0033172,Middleton,Leeds,Middleton,430379,428108,-1.540813006,53.748464094369844,BCT,MKD,OTH,active
450010050,45010050,45010050,Middleton Park Road,,Middleton Park Road,,W,E0033172,Middleton,Leeds,Middleton,429527,428123,-1.55373084,53.748647677740685,BCT,MKD,OTH,active
450010051,45010051,45010051,Waincliffe Drive,Church,Ring Road Beeston,at,NE,E0032253,Beeston,Leeds,Beeston,428775,429733,-1.56498442,53.763159857231358,BCT,MKD,OTH,active
450010052,45010052,45010052,Tommy Wass Junction,Tommy Wass PH,Dewsbury Road,NE bound,NE,E0032253,Beeston,Leeds,Beeston,429013,429917,-1.561357029,53.764800455708162,BCT,MKD,OTH,active
450010053,45010053,45010053,Barkly Road,Parade of Shops,Dewsbury Road,,NE,E0032253,Beeston,Leeds,Beeston,429359,430155,-1.556085885,53.766920229537952,BCT,MKD,OTH,active
450010054,45010054,45010054,Cross Flatts Grove,Cross Flatts Park,Dewsbury Road,opp,NE,E0032253,Beeston,Leeds,Beeston,429540,430314,-1.553324936,53.768339086112590,BCT,MKD,TIP,active
450010055,45010055,45010055,Cross Flatts Park,Parkside Health Centre,Dewsbury Road,,NE,E0032253,Beeston,Leeds,Beeston,429759,430602,-1.549974906,53.770915133016352,BCT,MKD,TIP,active
450010056,45010056,45010056,Hunslet Fire Stn,Fire Station,Dewsbury Road,at,NE,E0032253,Beeston,Leeds,Beeston,429916,430816,-1.547572306,53.772829544943392,BCT,MKD,OTH,active
450010057,45010057,45010057,Oakley Terrace,Church,Dewsbury Road,,NE,E0032253,Beeston,Leeds,Beeston,430019,430998,-1.545991926,53.774459404466299,BCT,MKD,TIP,active
450010058,45010058,45010058,Dewsbury Road Hub,Dewsbury Road One Stop Centre,Dewsbury Road,,N,E0032254,Beeston Hill,Leeds,Beeston,430089,431488,-1.544882215,53.778859355254802,BCT,MKD,OTH,active
450010059,45010059,45010059,Hunslet Hall Road,Spinning Wheel PH,Dewsbury Road,N bound,NE,E0032254,Beeston Hill,Leeds,Beeston Hill,430127,431878,-1.544267633,53.782362368313827,BCT,MKD,OTH,active
450010062,45010062,45010062,Parkfield Street,Apex House,Parkfield Street,,E,E0032554,Crown Point,Leeds,Holbeck,430237,432153,-1.542571446,53.784827630809701,BCT,MKD,OTH,active
450010065,45010065,45010065,Hunslet Hall Road,New Bewerley School,Dewsbury Road,,S,E0032254,Beeston Hill,Leeds,Beeston Hill,430114,431651,-1.544487,53.780322910490128,BCT,MKD,OTH,active
450010066,45010066,45010066,Oakley Terrace,Church - Oakley Medical Practice,Dewsbury Road,at,SW,E0032253,Beeston,Leeds,Beeston,430022,430966,-1.54594951,53.774171625526122,BCT,MKD,TIP,active
450010067,45010067,45010067,Cross Flatts Park,Dewsbury Rd Social Club - Cross Flatts Park,Dewsbury Road,opp,SW,E0032253,Beeston,Leeds,Beeston,429701,430490,-1.550865594,53.769911806016438,BCT,MKD,TIP,active
450010068,45010068,45010068,Cross Flatts Grove,Broadway PH,Dewsbury Road,after,SW,E0032253,Beeston,Leeds,Beeston,429470,430218,-1.554396011,53.767480213538185,BCT,MKD,TIP,active
450010069,45010069,45010069,Tommy Wass Junction,Parade of Shops,Ring Road Beeston Park,S bound,SE,E0032253,Beeston,Leeds,Beeston,428972,429796,-1.561990284,53.763715211340177,BCT,MKD,OTH,active
450010070,45010070,45010070,Waincliffe Drive,Garage,Dewsbury Road,,SW,E0032253,Beeston,Leeds,Beeston,428852,429767,-1.56381326,53.763461199328944,BCT,MKD,OTH,active
450010072,45010072,45010072,Tommy Wass PH,Tommy Wass PH,Old Lane,NW bound,NW,E0032253,Beeston,Leeds,Beeston,428912,429893,-1.562891373,53.764590342338686,BCT,MKD,OTH,active
450010073,45010073,45010073,Cardinal Rd Waincliffe Place,,Cardinal Road,at,NE,E0032253,Beeston,Leeds,Beeston,428654,430034,-1.566792014,53.765871811497362,BCT,MKD,TIP,active
450010074,45010074,45010074,Old Lane Grovehall Rd,Asda Supermarket,Old Lane,N bound,N,E0032253,Beeston,Leeds,Beeston,428828,430227,-1.564134523,53.767596884775173,BCT,MKD,OTH,active
450010075,45010075,45010075,Old Lane Moorhouse Ave,Industrial Estate,Old Lane,adj,N,E0032253,Beeston,Leeds,Beeston,428800,430417,-1.564541633,53.769306097956267,BCT,MKD,OTH,active
450010076,45010076,45010076,Co-op,Co-op,Old Lane,o/s,N,E0032253,Beeston,Leeds,Beeston,428748,430799,-1.565295077,53.772742274480557,BCT,MKD,TIP,active
450010077,45010077,45010077,Co-op,Church Hall - Beeston Co-Op,Old Lane,opp,S,E0032253,Beeston,Leeds,Beeston,428764,430801,-1.565052136,53.772759370098974,BCT,MKD,TIP,active
450010078,45010078,45010078,Beeston Terminus,Beeston Terminus,Town Street,at,SE,E0032253,Beeston,Leeds,Beeston,428325,430732,-1.57171906,53.772163178510745,BCT,MKD,TIP,active
450010079,45010079,45010079,Beeston Co-Op,Beeston Cemetery,Beeston Road,,NE,E0032253,Beeston,Leeds,Beeston,428771,430890,-1.564937664,53.773558893285895,BCT,MKD,OTH,active
450010080,45010080,45010080,Cross Flatts Drive,,Beeston Road,,NE,E0032253,Beeston,Leeds,Beeston,428934,431097,-1.562445206,53.775410359142576,BCT,MKD,OTH,active
450010081,45010081,45010081,Cross Flatts Pk Top,Cross Flatts Park,Beeston Road,,SW,E0032254,Beeston Hill,Leeds,Beeston Hill,429068,431226,-1.560399891,53.776562343009303,BCT,MKD,OTH,active
450010082,45010082,45010082,Cross Flatts Park Top,Grave Yard,Beeston Road,at,NE,E0032254,Beeston Hill,Leeds,Beeston Hill,429101,431258,-1.559896156,53.776848114355680,BCT,MKD,OTH,active
450010084,45010084,45010084,Cemetery Rd Tempest Rd,,Beeston Road,after,W,E0032254,Beeston Hill,Leeds,Beeston Hill,429321,431325,-1.556551599,53.777437999459075,BCT,MKD,TIP,active
450010085,45010085,45010085,Malvern Road,Church,Malvern Road,E bound,E,E0032254,Beeston Hill,Leeds,Beeston HIll,429599,431563,-1.552310504,53.779561408646615,BCT,MKD,OTH,active
450010086,45010086,45010086,Lady Pit Lane,Shaftesbury House,Lady Pit Lane,N bound,N,E0032254,Beeston Hill,Leeds,Beeston Hill,429675,431732,-1.551141031,53.781076022041852,BCT,MKD,OTH,active
450010087,45010087,45010087,Northcote Green,Lady Pit Lane Dental Surgery,Lady Pit Lane,,E,E0032254,Beeston Hill,Leeds,Beeston Hill,429742,431866,-1.550111418,53.782276566140219,BCT,MKD,OTH,active
450010088,45010088,45010088,Northcote Green,Lady Pit Lane Dental Surgery,Lady Pit Lane,W bound,W,E0032254,Beeston Hill,Leeds,Beeston Hill,429738,431852,-1.550173465,53.782150965912358,BCT,MKD,OTH,active
450010089,45010089,45010089,Hunslet Hall Rd Northcote Cresc,Pennington Court,Hunslet Hall Road,opp,NW,E0032254,Beeston Hill,Leeds,Beeston Hill,429977,431789,-1.546552601,53.781571088067047,BCT,MKD,OTH,active
450010092,45010092,45010092,Cemetery Rd Beeston Road,,Cemetery Road,S bound,NW,E0032254,Beeston Hill,Leeds,Beeston,429329,431409,-1.556422252,53.778192518875734,BCT,MKD,OTH,active
450010093,45010093,45010093,Cemetery Road Junction,M621 Motorway Junction 2A,Cemetery Road,,N,E0032254,Beeston Hill,Leeds,Beeston,429139,431770,-1.559271372,53.781447709266018,BCT,MKD,OTH,active
450010095,45010095,45010095,Top Moor Side,Bubbles Launderette,Top Moor Side,,N,E0032884,Holbeck,Leeds,Holbeck,429128,432092,-1.559408003,53.784342365634991,BCT,MKD,TIP,active
450010097,45010097,45010097,Domestic Street Balm Walk,Supermarket,Domestic Street,after,SE,E0032884,Holbeck,Leeds,Holbeck,429007,432325,-1.561222512,53.786443231261963,BCT,MKD,OTH,active
450010098,45010098,45010098,Domestic Street Balm Walk,Viaduct,Domestic Street,opp,NW,E0032884,Holbeck,Leeds,Holbeck,428930,432419,-1.562382368,53.787292343794356,BCT,MKD,OTH,active
450010100,45010100,45010100,Domestic Road,Car Dealership,Domestic Road,,NW,E0033913,Wortley,Leeds,Holbeck,428453,432436,-1.569620465,53.787471320322716,BCT,MKD,OTH,active
450010101,45010101,45010101,Domestic Road,Big Yellow Self Storage,Domestic Road,on,SE,E0033913,Wortley,Leeds,Holbeck,428479,432449,-1.569224652,53.787586744603097,BCT,MKD,OTH,active
450010102,45010102,45010102,Gelderd Business Pk,Car Dealership,Gelderd Road,at,NE,E0033913,Wortley,Leeds,Wortley,427733,431649,-1.58061881,53.780436670046100,BCT,MKD,OTH,active
450010103,45010103,45010103,Wheatsheaf Junction,Car Dealership,Gelderd Road,after,NE,E0033913,Wortley,Leeds,Wortley,427544,431411,-1.58350806,53.778307577087219,BCT,MKD,OTH,active
450010104,45010104,45010104,Heath Mount,Football Ground,Elland Road,,NE,E0032253,Beeston,Leeds,Beeston,428172,431195,-1.573998274,53.776332767596799,BCT,MKD,OTH,active
450010105,45010105,45010105,Leeds Utd Stadium,Football Ground,Elland Road,at,NE,E0032253,Beeston,Leeds,Beeston,428369,431296,-1.570999836,53.777229877937096,BCT,MKD,OTH,active
450010106,45010106,45010106,Leeds Utd Stadium,Leeds United Football Ground,Elland Road,,SW,E0032253,Beeston,Leeds,Beeston,428418,431313,-1.570254757,53.777380008534635,BCT,MKD,OTH,active
450010107,45010107,45010107,City Evangelical Church,City Evangelical Church,Elland Road,adj,W,E0032254,Beeston Hill,Leeds,Beeston,429088,431716,-1.560050389,53.780965213060220,BCT,MKD,OTH,active
450010108,45010108,45010108,Rothwell School,Rothwell School - Rothwell Fire Stn,Carlton Lane,opp,NE,E0033467,Rothwell,Leeds,Rothwell,434164,427770,-1.483457061,53.745192783436806,BCT,MKD,OTH,active
450010109,45010109,45010109,Northfield Avenue,,Leadwell Lane,,E,E0033458,Robin Hood,Leeds,Robin Hood,433109,427622,-1.499468934,53.743930437795029,BCT,MKD,OTH,active
450010110,45010110,45010110,Middleton Lane Winthorpe Ave,,Middleton Lane,,E,E0033695,Thorpe,Leeds,Thorpe,430985,427054,-1.53172925,53.738955486035415,BCT,MKD,TIP,active
450010111,45010111,45010111,Middleton Lane Winthorpe Ave,,Middleton Lane,adj,W,E0033695,Thorpe,Leeds,Thorpe,430938,427042,-1.532442966,53.738850413255513,BCT,MKD,TIP,active
450010112,45010112,45010112,Drysalters,Drysalters PH,Ring Road Beeston,opp,NW,E0032511,Cottingley,Leeds,Cottingley,427840,430539,-1.579094844,53.770454584986645,BCT,MKD,TIP,active
450010113,45010113,45010113,Drysalters,Sulzer Works - Drysalters PH,Ring Road Beeston,adj,SE,E0032511,Cottingley,Leeds,Cottingley,427915,430446,-1.577965365,53.769614726454854,BCT,MKD,TIP,active
450010116,45010116,45010116,Moor Rd Tunstall Road,Middleton Light Railway,Moor Road,,NE,N0077023,Hunslet Carr,Leeds,Hunslet,430547,431074,-1.537973193,53.775111884583573,BCT,MKD,OTH,active
450010118,45010118,45010118,Beza Street Tulip St,Tulip Retail Park,Beza Street,opp,NE,N0077023,Hunslet Carr,Leeds,Hunslet,430634,431238,-1.536636915,53.776580775442632,BCT,MKD,OTH,active
450010120,45010120,45010120,Church St Balm Road,Lidl Supermarket,Church Street,,W,E0032937,Hunslet,Leeds,Hunslet,430960,431363,-1.531677839,53.777685029137459,BCT,MKD,OTH,active
450010122,45010122,45010122,Lock Lane,McDaids PH,Lock Lane,,NW,E0032425,Castleford,,Castleford,442899,426130,-1.351245315,53.729809699727063,BCT,MKD,OTH,active
450010123,45010123,45010123,Station Terrace,,Station Road,at,E,E0032181,Allerton Bywater,Castleford,Allerton Bywater,442292,427633,-1.360240147,53.743367324079927,BCT,MKD,OTH,active
450010124,45010124,45010124,Robinson Street,Samuel Valentine Food Hall,Station Road,,NW,E0032181,Allerton Bywater,Castleford,Allerton Bywater,441970,427642,-1.365120819,53.743474159401167,BCT,MKD,OTH,active
450010125,45010125,45010125,Robinson Street,Allerton Bywater Memorial,Station Road,opp,SE,E0032181,Allerton Bywater,Castleford,Allerton Bywater,441945,427704,-1.365491457,53.744033389793870,BCT,MKD,OTH,active
450010126,45010126,45010126,Allerton Bywater Ch,,Leeds Road,,SE,E0032181,Allerton Bywater,Castleford,Allerton Bywater,441743,427877,-1.368530758,53.745604392559919,BCT,MKD,TIP,active
450010127,45010127,45010127,Kiln Park,Kiln Park-Millennium Village,Park Lane,,E,E0032181,Allerton Bywater,Castleford,Allerton Bywater,442142,428096,-1.362451355,53.747540638619149,BCT,MKD,TIP,active
450010128,45010128,45010128,Park Avenue,,Park Lane,,E,E0032181,Allerton Bywater,Castleford,Allerton Bywater,442459,428082,-1.357646718,53.747389162136948,BCT,MKD,OTH,active
450010129,45010129,45010129,Park Avenue,,Park Lane,at,W,E0032181,Allerton Bywater,Castleford,Allerton Bywater,442459,428069,-1.3576485,53.747272325071727,BCT,MKD,OTH,active
450010130,45010130,45010130,White Horse,White Horse PH,Main Street,stop,N,E0052853,Ledston,Castleford,Ledston,443362,428585,-1.343884535,53.751835716074801,BCT,MKD,TIP,active
450010131,45010131,45010131,East View,,Great North Road,at,SE,E0052855,Micklefield,Leeds,Micklefield,444515,432454,-1.325843687,53.786510937452647,BCT,MKD,OTH,active
450010132,45010132,45010132,East View,,Great North Road,opp,NW,E0052855,Micklefield,Leeds,Micklefield,444494,432467,-1.326160524,53.786629563668818,BCT,MKD,OTH,active
450010133,45010133,45010133,Micklefield Station,,Great North Road,,N,E0052855,Micklefield,Leeds,Micklefield,444435,432676,-1.327025896,53.788512946348391,BCT,MKD,TIP,active
450010134,45010134,45010134,Garden Village,Stone Shelter - Rail Bridge,Great North Road,at,S,E0052855,Micklefield,Leeds,Micklefield,444426,432813,-1.327142796,53.789744979300146,BCT,MKD,TIP,active
450010135,45010135,45010135,Garden Village,Unknown,Great North Road,N bound,N,E0052855,Micklefield,Leeds,Micklefield,444401,432897,-1.327510171,53.790502044124722,BCT,MKD,TIP,active
450010136,45010136,45010136,Great North Road,Hicks Memorial School,Great North Road,,SE,E0052855,Micklefield,Leeds,Micklefield,444334,433460,-1.328446311,53.795567615666187,BCT,MKD,OTH,active
450010137,45010137,45010137,Great North Road,,Great North Road,NW bound,NW,E0052855,Micklefield,Leeds,Micklefield,444302,433495,-1.328927047,53.795884890686054,BCT,MKD,OTH,active
450010138,45010138,45010138,Hallfield Avenue,,Church Lane,,SW,E0052855,Micklefield,Leeds,Micklefield,443869,433465,-1.335504244,53.795651855755338,BCT,MKD,TIP,active
450010139,45010139,45010139,Hallfield Avenue,,Church Lane,opp,NE,E0052855,Micklefield,Leeds,Micklefield,443859,433477,-1.33565434,53.795760544676682,BCT,MKD,TIP,active
450010140,45010140,45010140,Ledston Luck Cottages,,Ledston Luck Cottages,W bound,E,E0033015,Ledston Luck,Leeds,Ledston Luck,443028,430663,-1.348660541,53.770539200538167,BCT,MKD,TIP,active
450010141,45010141,45010141,Ridge Road Villas,Enterprise Park,Ridge Road,,S,E0033015,Ledston Luck,Leeds,Ledston Luck,442888,430670,-1.350783496,53.770613627617067,BCT,MKD,TIP,active
450010142,45010142,45010142,Selby Road Garforth Cliff,Clifftop Park,Selby Road,opp,W,E0057111,Garforth,Leeds,Garforth,441637,431823,-1.369607183,53.781077377179571,BCT,MKD,TIP,active
450010143,45010143,45010143,Goody Cross Lane The Grove,,Goody Cross Lane,,W,E0052850,Little Preston,Leeds,Little Preston,438914,430575,-1.411085269,53.770070988013323,BCT,MKD,OTH,active
450010144,45010144,45010144,Whitehouse Ln Whitehouse Ave,,Whitehouse Lane,before,NW,E0032753,Great Preston,Leeds,Great Preston,439989,429797,-1.394877098,53.762997530321620,BCT,MKD,OTH,active
450010145,45010145,45010145,Great Preston Corner,Low Farm Cottage,Preston Lane,N bound,N,E0032753,Great Preston,Leeds,Great Preston,440178,429524,-1.392045715,53.760529443337639,BCT,MKD,TIP,active
450010146,45010146,45010146,Brigshaw Lane,Holinhurst Wood,Preston Lane,opp,NW,E0032181,Allerton Bywater,Castleford,Allerton Bywater,440481,429043,-1.387512868,53.756183070700658,BCT,MKD,OTH,active
450010147,45010147,45010147,Brigshaw Drive,,Preston Lane,at,SE,E0032181,Allerton Bywater,Castleford,Allerton Bywater,440640,428841,-1.385128006,53.754355255680373,BCT,MKD,OTH,active
450010148,45010148,45010148,Brigshaw Drive,,Preston Lane,,NW,E0032181,Allerton Bywater,Castleford,Allerton Bywater,440677,428767,-1.384576613,53.753687302214964,BCT,MKD,OTH,active
450010149,45010149,45010149,King Edward Avenue,Edward VII WMC,Leeds Road,,SE,E0032181,Allerton Bywater,Castleford,Allerton Bywater,440781,428639,-1.383016312,53.752528797911566,BCT,MKD,OTH,active
450010150,45010150,45010150,Ninevah Lane,,Leeds Road,,SE,E0032181,Allerton Bywater,Castleford,Allerton Bywater,440869,428514,-1.381698326,53.751398487041811,BCT,MKD,OTH,active
450010151,45010151,45010151,Ninevah Lane,,Leeds Road,at,NW,E0032181,Allerton Bywater,Castleford,Allerton Bywater,440891,428467,-1.38137092,53.750974353902308,BCT,MKD,OTH,active
450010152,45010152,45010152,Westfield Grove,Newsagent,Leeds Road,at,E,E0032181,Allerton Bywater,Castleford,Allerton Bywater,441103,428332,-1.378174077,53.749744414475948,BCT,MKD,OTH,active
450010153,45010153,45010153,Westfield Grove,Newsagent,Leeds Road,,W,E0032181,Allerton Bywater,Castleford,Allerton Bywater,441104,428321,-1.378160373,53.749645473361127,BCT,MKD,OTH,active
450010154,45010154,45010154,Manor Park Avenue,,Leeds Road,opp,W,E0032181,Allerton Bywater,Castleford,Allerton Bywater,441502,428044,-1.372162428,53.747124491134834,BCT,MKD,OTH,active
450010155,45010155,45010155,Blands Avenue,Playground,Leeds Road,,SE,E0032181,Allerton Bywater,Castleford,Allerton Bywater,441307,428177,-1.375101392,53.748335272365701,BCT,MKD,OTH,active
450010156,45010156,45010156,Blands Avenue,,Leeds Road,opp,NW,E0032181,Allerton Bywater,Castleford,Allerton Bywater,441258,428208,-1.37584025,53.748617754314331,BCT,MKD,OTH,active
450010157,45010157,45010157,Bowers Row,,Queen Street,at,E,E0032753,Great Preston,Leeds,Great Preston,440124,428762,-1.392963474,53.753685108133858,BCT,MKD,TIP,active
450010158,45010158,45010158,Astley Lane Park Grove,,Astley Lane,opp,S,E0052861,Swillington,Leeds,Swillington,438564,429956,-1.416472202,53.764533656388963,BCT,MKD,TIP,active
450010159,45010159,45010159,Astley Lane Park Ave,,Astley Lane,opp,S,E0052861,Swillington,Leeds,Swillington,438547,430137,-1.416707537,53.766161655173114,BCT,MKD,OTH,active
450010160,45010160,45010160,Astley Lane Park Ave,,Astley Lane,adj,N,E0052861,Swillington,Leeds,Swillington,438525,430204,-1.417032929,53.766765442675883,BCT,MKD,OTH,active
450010161,45010161,45010161,Gt Preston Corner,The New Inn,Berry Lane,,W,E0032753,Great Preston,Leeds,Great Preston,440257,429565,-1.390842159,53.760891850985580,BCT,MKD,TIP,active
450010162,45010162,45010162,Gt Preston Sports Club,Cricket Ground,Berry Lane,,E,E0032753,Great Preston,Leeds,Great Preston,440446,429624,-1.387967789,53.761407518774298,BCT,MKD,OTH,active
